商品コード,PowerDo管理商品名,店舗1商品管理番号,店舗1コントロールカラム/更新フラグ,店舗1商品名,モバイル用商品名,店舗1販売価格,定価,オープン価格フラグ,消費税,META Keyword,META Description,SKU(項目選択肢別在庫用)横軸項目名,SKU(項目選択肢別在庫用)縦軸項目名,詳細画像1,詳細画像説明1,詳細画像2,詳細画像説明2,詳細画像3,詳細画像説明3,詳細画像4,詳細画像説明4,詳細画像5,詳細画像説明5,詳細画像6,詳細画像説明6,詳細画像7,詳細画像説明7,詳細画像8,詳細画像説明8,詳細画像9,詳細画像説明9,詳細画像10,詳細画像説明10,店舗1画像URL1,店舗1画像URL2,店舗1画像URL3,店舗1画像URL4,店舗1画像URL5,店舗1画像URL6,店舗1画像URL7,店舗1画像URL8,店舗1画像URL9,店舗1画像URL10,掲載フラグ,注文ボタン,資料請求ボタン,商品問い合わせボタン,のし対応,送料,個別送料,重量,商品発売日,注文受付数,在庫タイプ,在庫数表示,店舗1在庫数,注意在庫数,予備1,予備2,予備3,予備4,予備5,予備6,予備7,予備8,予備9,予備10,予備11,予備12,予備13,予備14,予備15,予備16,予備17,予備18,予備19,予備20,項目選択肢,店舗1項目選択肢詳細値,店舗2項目選択肢詳細値,商品JANコード,課税対象,購入数入力エリア表示フラグ,最小購入制限数,販売単位数,販売単位名,個別手数料,手数料但書き,配送に関する備考,オススメコメント,非公開メモ,個別売切メッセージ,検索キーワード,生産地,ヘッダ(TITLE),代引料,店舗1PC用商品説明文,店舗1モバイル用商品説明文,店舗1PC用販売説明文,店舗1スマートフォン用商品説明文,SKUコード,並び順,JANコード,ISBNコード,送料係数,原価,店舗1項目選択肢用コントロールカラム,SKU(項目選択肢別在庫用)横軸選択肢子番号,SKU(項目選択肢別在庫用)横軸選択肢,SKU(項目選択肢別在庫用)縦軸選択肢子番号,SKU(項目選択肢別在庫用)縦軸選択肢,店舗1項目選択肢別在庫数,店舗2項目選択肢別在庫数,ストックギア連携,基本価格からの差額,商品個別掲載フラグ,商品個別名,店舗2SKU販売価格,SKUモバイル用商品名,個別注意在庫数,個別重量,楽天商品番号,楽天全商品ディレクトリID,楽天タグID,楽天PC用キャッチコピー,楽天モバイル用キャッチコピー,楽天送料区分1,楽天送料区分2,楽天商品情報レイアウト,楽天モバイル表示,楽天動画,楽天販売期間指定開始日,楽天販売期間指定終了日,楽天項目選択肢別在庫用残り表示閾値,楽天RAC番号,楽天闇市パスワード,楽天カタログ ID,楽天在庫戻しフラグ,楽天在庫切れ時の注文受付,楽天在庫あり時納期管理番号,楽天在庫切れ時納期管理番号,楽天ポイント変倍率,楽天ポイント変倍率適用期間,楽天ヘッダー・フッター・レフトナビ,楽天表示項目の並び順,楽天共通説明文（小）,楽天目玉商品,楽天共通説明文（大）,楽天レビュー本文表示,楽天あす楽配送管理番号,楽天海外配送管理番号,楽天サイズ表リンク,楽天再入荷お知らせボタン,楽天サーチ非表示,楽天医薬品説明文,楽天医薬品注意事項,楽天項目選択肢別在庫用取り寄せ可能表示,楽天商品個別 在庫戻しフラグ,楽天商品個別 在庫切れ時の注文受付,楽天商品個別 在庫あり時納期管理番号,楽天商品個別 在庫切れ時納期管理番号,Amazon商品カテゴリー,Amazon出品ID,Amazon商品名,AmazonASINコード,AmazonUPCコード,AmazonGTINコード,AmazonGCID,Amazonブランド,Amazonメーカー名,Amazonコンディション,Amazonコンディション説明,Amazon国外配送,Amazon通貨コード,Amazonパッケージ数,Amazonメーカー品番,Amazonブラウズノード1,Amazon商品タイプ,Amazon衣類大分類,Amazon商品を表現する言葉,Amazon注文から出荷までの日数,Amazon商品の入荷予定日,Amazon出品日,Amazonフルフィルメント・チャンネル,Amazon更新方法,Amazonセール価格,Amazonセール開始日,Amazonセール終了日,Amazonギフトメッセージ,Amazonギフト包装,カテゴリーパス,店舗1カテゴリー設定,優先度,1ページ複数形式,楽天カテゴリセット管理番号,ポンパレモール表示順位,取扱店舗1,取扱店舗2
686230,FELT1.1ステム,686230,u, / （FELT1.1ステム）, / （FELT1.1ステム）,6300,6300,0,1,,,,,,FELT1.1ステム,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/felt/686230.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ステム,FELT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/felt/686230.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/felt/686230.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,686230,0,,,,,,,,,,,,,,,,,,,,,563161,,【ステム　FELT】,【ステム　FELT】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ステム:ブランド\FELT,u:u,,::,::,::,1,
686240,FELT2.1ステム,686240,u, / （FELT2.1ステム）, / （FELT2.1ステム）,6825,6825,0,1,,,,,,FELT2.1ステム,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/felt/686240.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ステム,FELT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/felt/686240.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/felt/686240.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,686240,0,,,,,,,,,,,,,,,,,,,,,563161,,【ステム　FELT】,【ステム　FELT】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ステム:ブランド\FELT,u:u,,::,::,::,1,
686250,FELTDEVOXROADステム,686250,u, / （FELTDEVOXROADステム）, / （FELTDEVOXROADステム）,12390,12390,0,1,,,,,,FELTDEVOXROADステム,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/felt/686250.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ステム,FELT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/felt/686250.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/felt/686250.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,686250,0,,,,,,,,,,,,,,,,,,,,,563161,,【ステム　FELT】,【ステム　FELT】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ステム:ブランド\FELT,u:u,,::,::,::,1,
686274,FELTアジャスタブルステム2.1,686274,u, / （FELTアジャスタブルステム2.1）, / （FELTアジャスタブルステム2.1）,3360,3360,0,1,,,,,,FELTアジャスタブルステム2.1,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/felt/686274.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ステム,FELT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/felt/686274.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/felt/686274.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,686274,0,,,,,,,,,,,,,,,,,,,,,563161,,【ステム　FELT】,【ステム　FELT】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ステム:ブランド\FELT,u:u,,::,::,::,1,
18t_gear_ring,FORMULA18Tギア＆アルミロックリングセット,18t_gear_ring,u, / （FORMULA18Tギア＆アルミロックリングセット）, / （FORMULA18Tギア＆アルミロックリングセット）,1207,1207,0,1,,,,,,FORMULA18Tギア＆アルミロックリングセット,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/formula/18t_gear_ring.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,スプロケット,FORMULA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/formula/18t_gear_ring.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/formula/18t_gear_ring.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,18t_gear_ring,0,,,,,,,,,,,,,,,,,,,,,563161,,【スプロケット　FORMULA】,【スプロケット　FORMULA】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\スプロケット:ブランド\FORMULA,u:u,,::,::,::,1,
34a2,Lifuペダルボックスレンチ,34a2,u, / （Lifuペダルボックスレンチ）, / （Lifuペダルボックスレンチ）,1932,1932,0,1,,,,,,Lifuペダルボックスレンチ,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/lifu/34a2.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,工具,Lifu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/lifu/34a2.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/lifu/34a2.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,34a2,0,,,,,,,,,,,,,,,,,,,,,563162,,【工具　Lifu】,【工具　Lifu】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\工具:ブランド\Lifu,u:u,,::,::,::,1,
36q_1,Lifuアーレンキーセット,36q_1,u, / （Lifuアーレンキーセット）, / （Lifuアーレンキーセット）,1328,1328,0,1,,,,,,Lifuアーレンキーセット,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/lifu/36q_1.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,工具,Lifu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/lifu/36q_1.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/lifu/36q_1.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,36q_1,0,,,,,,,,,,,,,,,,,,,,,563162,,【工具　Lifu】,【工具　Lifu】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\工具:ブランド\Lifu,u:u,,::,::,::,1,
53a2,Lifuスプロケット外し,53a2,u, / （Lifuスプロケット外し）, / （Lifuスプロケット外し）,1260,1260,0,1,,,,,,Lifuスプロケット外し,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/lifu/53a2.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,工具,Lifu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/lifu/53a2.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/lifu/53a2.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,53a2,0,,,,,,,,,,,,,,,,,,,,,563162,,【工具　Lifu】,【工具　Lifu】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\工具:ブランド\Lifu,u:u,,::,::,::,1,
570350_800,crankbrothersクワトロ２ホールクリート,570350_800,u, / （crankbrothersクワトロ２ホールクリート）, / （crankbrothersクワトロ２ホールクリート）,3360,3360,0,1,,,,,,crankbrothersクワトロ２ホールクリート,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/crankbrothers/570350_800.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ペダル＆ストラップ,CRANKBROTHERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/crankbrothers/570350_800.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/crankbrothers/570350_800.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,570350_800,0,,,,,,,,,,,,,,,,,,,,,407697,,【ペダル＆ストラップ　CRANKBROTHERS】,【ペダル＆ストラップ　CRANKBROTHERS】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ペダル＆ストラップ:ブランド\CRANKBROTHERS,u:u,,::,::,::,1,
570351_800,crankbrothersシューシールド,570351_800,u, / （crankbrothersシューシールド）, / （crankbrothersシューシールド）,1260,1260,0,1,,,,,,crankbrothersシューシールド,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/crankbrothers/570351_800.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ペダル＆ストラップ,CRANKBROTHERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/crankbrothers/570351_800.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/crankbrothers/570351_800.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,570351_800,0,,,,,,,,,,,,,,,,,,,,,407697,,【ペダル＆ストラップ　CRANKBROTHERS】,【ペダル＆ストラップ　CRANKBROTHERS】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ペダル＆ストラップ:ブランド\CRANKBROTHERS,u:u,,::,::,::,1,
571180_800,crankbrothersトレッドコンタクトスリーブキャンディ,571180_800,u, / （crankbrothersトレッドコンタクトスリーブキャンディ）, / （crankbrothersトレッドコンタクトスリーブキャンディ）,1575,1575,0,1,,,,,,crankbrothersトレッドコンタクトスリーブキャンディ,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/crankbrothers/571180_800.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ペダル＆ストラップ,CRANKBROTHERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/crankbrothers/571180_800.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/crankbrothers/571180_800.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,571180_800,0,,,,,,,,,,,,,,,,,,,,,407697,,【ペダル＆ストラップ　CRANKBROTHERS】,【ペダル＆ストラップ　CRANKBROTHERS】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ペダル＆ストラップ:ブランド\CRANKBROTHERS,u:u,,::,::,::,1,
571181_800,crankbrothersトレッドコンタクトスリーブエッグビーター,571181_800,u, / （crankbrothersトレッドコンタクトスリーブエッグビーター）, / （crankbrothersトレッドコンタクトスリーブエッグビーター）,1575,1575,0,1,,,,,,crankbrothersトレッドコンタクトスリーブエッグビーター,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/crankbrothers/571181_800.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,0,,,,ペダル＆ストラップ,CRANKBROTHERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/crankbrothers/571181_800.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/crankbrothers/571181_800.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,571181_800,0,,,,,,,,,,,,,,,,,,,,,407697,,【ペダル＆ストラップ　CRANKBROTHERS】,【ペダル＆ストラップ　CRANKBROTHERS】,4,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\ペダル＆ストラップ:ブランド\CRANKBROTHERS,u:u,,::,::,::,1,
9th-b_b,CREATE9thMatteBlack/A-Black,9th-b_b,u, / （CREATE9thMatteBlack/A-Black）, / （CREATE9thMatteBlack/A-Black）,49350,49350,0,1,,,サイズ,,,CREATE9thMatteBlack/A-Black,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/create/9th-b_b.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,2,,,,完成車,CREATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/create/9th-b_b.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/create/9th-b_b.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,9th-b_b48cm,0,,,,,u,48cm,48cm,,,100,,,,,,,,,,,563162,,【完成車　CREATE】,【完成車　CREATE】,1,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\完成車:ブランド\CREATE:完成車\CREATE,u:u:u,,::,::,::,1,
9th-b_b,CREATE9thMatteBlack/A-Black,9th-b_b,u, / （CREATE9thMatteBlack/A-Black）, / （CREATE9thMatteBlack/A-Black）,49350,49350,0,1,,,サイズ,,,CREATE9thMatteBlack/A-Black,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/create/9th-b_b.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,2,,,,完成車,CREATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/create/9th-b_b.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/create/9th-b_b.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,9th-b_b54cm,0,,,,,u,54cm,54cm,,,100,,,,,,,,,,,563162,,【完成車　CREATE】,【完成車　CREATE】,1,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\完成車:ブランド\CREATE:完成車\CREATE,u:u:u,,::,::,::,1,
9th-b_b,CREATE9thMatteBlack/A-Black,9th-b_b,u, / （CREATE9thMatteBlack/A-Black）, / （CREATE9thMatteBlack/A-Black）,49350,49350,0,1,,,サイズ,,,CREATE9thMatteBlack/A-Black,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/create/9th-b_b.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,2,,,,完成車,CREATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/create/9th-b_b.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/create/9th-b_b.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,9th-b_b59cm,0,,,,,u,59cm,59cm,,,100,,,,,,,,,,,563162,,【完成車　CREATE】,【完成車　CREATE】,1,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\完成車:ブランド\CREATE:完成車\CREATE,u:u:u,,::,::,::,1,
9th-b_bl,CREATE9thMatteBlack/A-Blue,9th-b_bl,u, / （CREATE9thMatteBlack/A-Blue）, / （CREATE9thMatteBlack/A-Blue）,49350,49350,0,1,,,サイズ,,,CREATE9thMatteBlack/A-Blue,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/create/9th-b_bl.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,2,,,,完成車,CREATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/create/9th-b_bl.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/create/9th-b_bl.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,9th-b_bl48cm,0,,,,,u,48cm,48cm,,,100,,,,,,,,,,,563162,,【完成車　CREATE】,【完成車　CREATE】,1,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\完成車:ブランド\CREATE:完成車\CREATE,u:u:u,,::,::,::,1,
9th-b_bl,CREATE9thMatteBlack/A-Blue,9th-b_bl,u, / （CREATE9thMatteBlack/A-Blue）, / （CREATE9thMatteBlack/A-Blue）,49350,49350,0,1,,,サイズ,,,CREATE9thMatteBlack/A-Blue,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/create/9th-b_bl.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,2,,,,完成車,CREATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/create/9th-b_bl.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/create/9th-b_bl.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,9th-b_bl54cm,0,,,,,u,54cm,54cm,,,100,,,,,,,,,,,563162,,【完成車　CREATE】,【完成車　CREATE】,1,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\完成車:ブランド\CREATE:完成車\CREATE,u:u:u,,::,::,::,1,
9th-b_bl,CREATE9thMatteBlack/A-Blue,9th-b_bl,u, / （CREATE9thMatteBlack/A-Blue）, / （CREATE9thMatteBlack/A-Blue）,49350,49350,0,1,,,サイズ,,,CREATE9thMatteBlack/A-Blue,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/create/9th-b_bl.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,2,,,,完成車,CREATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/create/9th-b_bl.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/create/9th-b_bl.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,9th-b_bl59cm,0,,,,,u,59cm,59cm,,,100,,,,,,,,,,,563162,,【完成車　CREATE】,【完成車　CREATE】,1,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\完成車:ブランド\CREATE:完成車\CREATE,u:u:u,,::,::,::,1,
9th-bl_r,CREATE9thBlue/A-Red,9th-bl_r,u, / （CREATE9thBlue/A-Red）, / （CREATE9thBlue/A-Red）,49350,49350,0,1,,,サイズ,,,CREATE9thBlue/A-Red,,,,,,,,,,,,,,,,,,,http://image.rakuten.co.jp/brotures/cabinet/items/create/9th-bl_r.jpg,,,,,,,,,,1,1,0,1,0,0,,,,-1,2,,,,完成車,CREATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"<iframe src=""http://www.rakuten.ne.jp/gold/brotures/spec/create/9th-bl_r.html"" frameborder=""0"" id=""spec-content"" scrolling=""no""></iframe>",,"<div class=""row-fluid""><iframe src=""http://www.rakuten.ne.jp/gold/brotures/items/create/9th-bl_r.html"" frameborder=""0"" id=""skin-product"" scrolling=""no""></iframe></div>",,9th-bl_r48cm,0,,,,,u,48cm,48cm,,,100,,,,,,,,,,,563162,,【完成車　CREATE】,【完成車　CREATE】,1,,1,1,,,,0,,,,,,,,,,アイテム2カラム,Bootstrap,Bootstrap,自動選択,アイテムデフォルト,2,,,,0,0,,,0,0,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パーツ\完成車:ブランド\CREATE:完成車\CREATE,u:u:u,,::,::,::,1,
